period,scenario,Ass,Rule,Rec,INN,OER,q025,q50,q975,Mean,Median_Last_Yr,Risk1_med,Risk2_med,Risk3_med,Risk1_low,Risk2_low,Risk3_low,Risk1_meanR_low,Risk1_Q975_low,Risk1_meanR_med,Risk1_Q975_med,Risk1_rec2019
med,ASSnone_HCR11_REClowmed_INNvar_OERnone,ASSnone,HCR11,REClowmed,INNvar,OERnone,4439804.906,12357463.15,34923321.17,14211068.96,12256182.55,0.001,0.007,0.003,0,0,0,0.855,0.3099,0.5007,0.0266,0.2806
med,ASSnone_HCR11_RECmix_INNvar_OERnone,ASSnone,HCR11,RECmix,INNvar,OERnone,4403120.888,12301970.11,34751621.42,14155972.21,12164853.5,0.0084,0.021,0.013,0,0,0,0.8515,0.3078,0.4974,0.0263,0.2786
med,ASSnone_HCR13_REClow_INNvar_OERnone,ASSnone,HCR13,REClow,INNvar,OERnone,3053424.226,6998255.463,16235522.46,7668290.768,6951757.532,0.7177,0.992,0.737,0.004,0.026,0.008,0.5007,0.0266,0.0933,2.00E-04,0.0209
med,ASSnone_HCR13_REClowmed_INNvar_OERnone,ASSnone,HCR13,REClowmed,INNvar,OERnone,4431226.712,12345799.16,34837685.71,14199176.02,12237231.47,0.0118,0.067,0.014,0,0,0,0.8543,0.3095,0.4999,0.0265,0.2799
med,ASSnone_HCR13_RECmix_INNvar_OERnone,ASSnone,HCR13,RECmix,INNvar,OERnone,4180732.297,11959706.54,34326602.95,13797238.52,11827479.16,0.0655,0.12,0.072,2.00E-04,0.001,0.001,0.83,0.293,0.4763,0.0249,0.2645
med,ASSnone_HCR14_REClow_INNvar_OERnone,ASSnone,HCR14,REClow,INNvar,OERnone,3054051.621,6998255.463,16235522.46,7668309.869,6951757.532,0.7049,0.99,0.721,0.0039,0.026,0.008,0.5007,0.0266,0.0933,2.00E-04,0.0209
med,ASSnone_HCR14_REClowmed_INNvar_OERnone,ASSnone,HCR14,REClowmed,INNvar,OERnone,4431355.614,12346594.17,34837685.71,14203705.18,12237231.47,0.0083,0.048,0.013,0,0,0,0.8546,0.3098,0.5001,0.0265,0.2802
med,ASSnone_HCR14_RECmix_INNvar_OERnone,ASSnone,HCR14,RECmix,INNvar,OERnone,4229142.61,12019175.38,34497573.91,13861465.7,11845269.08,0.0541,0.102,0.061,2.00E-04,0.001,0.001,0.835,0.2953,0.4794,0.0252,0.2667
med,ASSnone_HCR7_REClow_INNvar_OERnone,ASSnone,HCR7,REClow,INNvar,OERnone,3054051.621,6998632.964,16235522.46,7669472.072,6951757.532,0.2899,0.743,0.304,0,0,0,0.5008,0.0266,0.0933,2.00E-04,0.0209
med,ASSnone_HCR7_REClowmed_INNvar_OERnone,ASSnone,HCR7,REClowmed,INNvar,OERnone,4439804.906,12358286.07,34923321.17,14211848.56,12256182.55,1.00E-04,0.001,0.001,0,0,0,0.855,0.3099,0.5008,0.0266,0.2806
med,ASSnone_HCR7_RECmix_INNvar_OERnone,ASSnone,HCR7,RECmix,INNvar,OERnone,4438678.995,12346208.71,34923321.17,14202093.8,12243813.65,0.0016,0.004,0.003,0,0,0,0.8543,0.3094,0.5,0.0266,0.2801
med,ASSnone_HCR8_REClow_INNvar_OERnone,ASSnone,HCR8,REClow,INNvar,OERnone,3053424.226,6998255.463,16235522.46,7668285.03,6951757.532,0.7239,0.994,0.744,0.0041,0.027,0.008,0.5007,0.0266,0.0933,2.00E-04,0.0209
med,ASSnone_HCR8_REClowmed_INNvar_OERnone,ASSnone,HCR8,REClowmed,INNvar,OERnone,4411863.792,12338374.68,34837685.71,14194025.64,12205424.93,0.0161,0.086,0.021,0,0,0,0.8542,0.309,0.4995,0.0265,0.2796
med,ASSnone_HCR8_RECmix_INNvar_OERnone,ASSnone,HCR8,RECmix,INNvar,OERnone,4131705.281,11833996.77,34222893.2,13677090.23,11743762.49,0.0829,0.151,0.092,5.00E-04,0.004,0.001,0.8243,0.2875,0.4688,0.0244,0.2596
med,ASSnone_HCR9_REClow_INNvar_OERnone,ASSnone,HCR9,REClow,INNvar,OERnone,3053424.226,6998255.463,16235522.46,7668278.923,6951757.532,0.7269,0.995,0.747,0.0041,0.027,0.008,0.5007,0.0266,0.0933,2.00E-04,0.0209
med,ASSnone_HCR9_REClowmed_INNvar_OERnone,ASSnone,HCR9,REClowmed,INNvar,OERnone,4411863.792,12328791.76,34789393.18,14188210.2,12143696.03,0.0206,0.112,0.026,0,0,0,0.8541,0.3087,0.4988,0.0264,0.2795
med,ASSnone_HCR9_RECmix_INNvar_OERnone,ASSnone,HCR9,RECmix,INNvar,OERnone,4099304.032,11737267.89,34129642.51,13588508.49,11601242.96,0.0955,0.183,0.104,5.00E-04,0.004,0.001,0.8203,0.2836,0.4633,0.024,0.2555
med,ASSss3_HCR0_REClow_INNvar_OERnaq,ASSss3,HCR0,REClow,INNvar,OERnaq,3091859.689,7009673.491,16044442.08,7686515.554,6836782.187,0.7911,1,0.805,0.027,0.158,0.037,0.5019,0.0251,0.097,2.00E-04,0.0199
med,ASSss3_HCR0_REClowmed_INNvar_OERnaq,ASSss3,HCR0,REClowmed,INNvar,OERnaq,4385077.577,12256757.38,34364032.99,14170796.38,11936774.73,0.0557,0.251,0.068,6.00E-04,0.003,0.002,0.8567,0.3059,0.4939,0.025,0.2784
med,ASSss3_HCR0_RECmix_INNvar_OERnaq,ASSss3,HCR0,RECmix,INNvar,OERnaq,3864251.479,10942603.97,33119308.77,12919624.37,10780777.56,0.2029,0.361,0.218,0.0068,0.032,0.011,0.7901,0.253,0.4167,0.0204,0.2291
med,ASSss3_HCR10_REClow_INNvar_OERnaq,ASSss3,HCR10,REClow,INNvar,OERnaq,3122583.486,7008918.374,15860318.22,7656557.911,6778216.42,0.8397,0.999,0.855,0.0398,0.208,0.051,0.5016,0.0241,0.0928,2.00E-04,0.0186
med,ASSss3_HCR10_REClowmed_INNvar_OERnaq,ASSss3,HCR10,REClowmed,INNvar,OERnaq,4404195.597,12310440.91,34185084.49,14207403.41,12192309.06,0.0301,0.157,0.038,0,0,0,0.8602,0.3083,0.4974,0.0245,0.2816
med,ASSss3_HCR10_RECmix_INNvar_OERnaq,ASSss3,HCR10,RECmix,INNvar,OERnaq,3781281.497,11037305.95,32981166.58,12978878.3,11246872.02,0.1882,0.302,0.202,0.0113,0.043,0.015,0.801,0.2525,0.4229,0.0204,0.2301
med,ASSss3_HCR11_REClow_INNvar_OERnaq,ASSss3,HCR11,REClow,INNvar,OERnaq,3126049.225,7011514.814,15947347.44,7711345.165,6850453.666,0.5239,0.929,0.55,2.00E-04,0.001,0.001,0.5025,0.0247,0.0982,0,0.0197
med,ASSss3_HCR11_REClowmed_INNvar_OERnaq,ASSss3,HCR11,REClowmed,INNvar,OERnaq,4472760.801,12365091.77,34015837.9,14232835.9,12204592.74,6.00E-04,0.004,0.002,0,0,0,0.8659,0.3077,0.5007,0.0238,0.2799
med,ASSss3_HCR11_RECmix_INNvar_OERnaq,ASSss3,HCR11,RECmix,INNvar,OERnaq,4448246.08,12300481.51,33969509.87,14197904.22,12406554.78,0.0113,0.023,0.017,0,0,0,0.8612,0.3078,0.4967,0.024,0.2803
med,ASSss3_HCR13_REClow_INNvar_OERnaq,ASSss3,HCR13,REClow,INNvar,OERnaq,3072224.178,7010565.097,15803322.36,7676843.779,6805269.584,0.7997,0.996,0.819,0.0288,0.159,0.04,0.5022,0.0236,0.0952,1.00E-04,0.0185
med,ASSss3_HCR13_REClowmed_INNvar_OERnaq,ASSss3,HCR13,REClowmed,INNvar,OERnaq,4472760.801,12468644.41,34448660.29,14286172.77,12210966.89,0.0094,0.057,0.015,0,0,0,0.8646,0.3083,0.5064,0.0253,0.2801
med,ASSss3_HCR13_RECmix_INNvar_OERnaq,ASSss3,HCR13,RECmix,INNvar,OERnaq,4012729.604,11728452.23,34072277.99,13629561.18,11891771.32,0.1174,0.173,0.139,0.0057,0.028,0.009,0.8212,0.2839,0.4631,0.0245,0.2581
med,ASSss3_HCR14_REClow_INNvar_OERnaq,ASSss3,HCR14,REClow,INNvar,OERnaq,3122381.446,7019899.116,16098381.94,7704834.638,6788475.662,0.7562,0.989,0.784,0.0206,0.117,0.028,0.5042,0.0257,0.0966,0,0.02
med,ASSss3_HCR14_REClowmed_INNvar_OERnaq,ASSss3,HCR14,REClowmed,INNvar,OERnaq,4457028.878,12328699.61,34397149.8,14245895.12,12370701.66,0.0049,0.028,0.01,0,0,0,0.8643,0.3063,0.4989,0.0252,0.2813
med,ASSss3_HCR14_RECmix_INNvar_OERnaq,ASSss3,HCR14,RECmix,INNvar,OERnaq,4044755.578,11778015.7,33487218.13,13656268.34,11795907.99,0.0855,0.126,0.102,0.0035,0.017,0.007,0.8312,0.2829,0.4652,0.0225,0.2604
med,ASSss3_HCR7_REClow_INNvar_OERnaq,ASSss3,HCR7,REClow,INNvar,OERnaq,3128420.493,7018409.266,16103774.16,7714143.268,7044556.666,0.2958,0.733,0.314,0,0,0,0.5034,0.0258,0.0989,1.00E-04,0.0202
med,ASSss3_HCR7_REClowmed_INNvar_OERnaq,ASSss3,HCR7,REClowmed,INNvar,OERnaq,4439804.906,12441415.33,34448660.29,14315549.6,12142048.22,1.00E-04,0.001,0.001,0,0,0,0.8635,0.3149,0.506,0.0256,0.2868
med,ASSss3_HCR7_RECmix_INNvar_OERnaq,ASSss3,HCR7,RECmix,INNvar,OERnaq,4439804.906,12403046.28,34573512.71,14321109.38,12344735.88,0.0014,0.003,0.002,0,0,0,0.8628,0.3135,0.5039,0.0258,0.2865
med,ASSss3_HCR8_REClow_INNvar_OERnaq,ASSss3,HCR8,REClow,INNvar,OERnaq,3075623.173,6989508.597,15857097.36,7649552.492,6744061.286,0.8181,0.996,0.833,0.0347,0.179,0.047,0.4995,0.0237,0.0958,1.00E-04,0.0189
med,ASSss3_HCR8_REClowmed_INNvar_OERnaq,ASSss3,HCR8,REClowmed,INNvar,OERnaq,4472769.902,12395029.41,34448660.29,14265193.4,12550644.76,0.0163,0.088,0.023,2.00E-04,0.001,0.001,0.8652,0.3079,0.5029,0.0254,0.2804
