"scenario";"Ass";"Rule";"Rec";"INN";"OER";"year";"stock";"rec_q95";"ssb_q95";"f_q95";"biomass_q95";"catch_q95";"landings_q95";"discards_q95";"catch.iyv_q95";"land.iyv_q95";"disc.iyv_q95";"rec_q50";"ssb_q50";"f_q50";"biomass_q50";"catch_q50";"landings_q50";"discards_q50";"catch.iyv_q50";"land.iyv_q50";"disc.iyv_q50";"rec_q05";"ssb_q05";"f_q05";"biomass_q05";"catch_q05";"landings_q05";"discards_q05";"catch.iyv_q05";"land.iyv_q05";"disc.iyv_q05";"pBlim_q95";"pBlim_q50";"pBlim_q05";"pBpa_q95";"pBpa_q50";"pBpa_q05";"pBtarget_q95";"pBtarget_q50";"pBtarget_q05";"pFlim_q95";"pFlim_q50";"pFlim_q05";"pFpa_q95";"pFpa_q50";"pFpa_q05";"pFtarget_q95";"pFtarget_q50";"pFtarget_q05";"effort_q95";"effort_q50";"effort_q05";"tac_q95";"tac_q50";"tac_q05"
"ASSnone_HCR8_REClow_INNvar_OERnone";"ASSnone";"HCR8";"REClow";"INNvar";"OERnone";2030;"PIL";13880706.5153854;413264.379994274;0.10798316417939;413264.379994274;40000;40000;0;1.64946918540618;1.64946918540618;NA;6867710.63742723;301530.757519426;0.0770579455287023;301530.757519426;22417.8334044947;22417.8334044947;0;0.969361556286909;0.969361556286909;NA;3538436.26801979;231475.176442073;0.0464977341295411;231475.176442073;11845.0082103374;11845.0082103374;0;0.674123356846345;0.674123356846345;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.745592844504116;0.5396938125835;0.330340331967217;40000;22417.8334044947;11845.0082103374
"ASSnone_HCR8_REClow_INNvar_OERnone";"ASSnone";"HCR8";"REClow";"INNvar";"OERnone";2031;"PIL";13807991.4067531;410245.046256458;0.108404651353424;410245.046256458;40000;40000;0;1.64431287843893;1.64431287843893;NA;6811079.07601096;303119.765066741;0.0766465443918635;303119.765066741;21945.0874546838;21945.0874546838;0;0.98167053815206;0.98167053815206;NA;3498432.02250578;228773.754427518;0.0461162153637492;228773.754427518;11676.0874727126;11676.0874727126;0;0.662927826272672;0.662927826272672;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.748358545059483;0.536913897753332;0.327491727899491;40000;21945.0874546838;11676.0874727126
"ASSnone_HCR8_REClow_INNvar_OERnone";"ASSnone";"HCR8";"REClow";"INNvar";"OERnone";2032;"PIL";13732674.0128292;406732.537370593;0.108024540436029;406732.537370593;40000;40000;0;1.58084541148941;1.58084541148941;NA;7027927.84086317;303049.422145918;0.0767599318539835;303049.422145918;22324.6157524094;22324.6157524094;0;0.979975632082327;0.979975632082327;NA;3646353.92627976;227865.476521697;0.0444584791752334;227865.476521697;11338.6645441457;11338.6645441457;0;0.674963542330779;0.674963542330779;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.745864402282043;0.53768017677207;0.316028276367591;40000;22324.6157524094;11338.6645441457
"ASSnone_HCR8_REClow_INNvar_OERnone";"ASSnone";"HCR8";"REClow";"INNvar";"OERnone";2033;"PIL";14109013.5006565;414820.866176369;0.107593090251602;414820.866176369;40000;40000;0;1.66297519533557;1.66297519533557;NA;6930207.91521573;303193.538955985;0.076832961577501;303193.538955985;22180.6895994557;22180.6895994557;0;0.961715579243325;0.961715579243325;NA;3341886.055758;232313.739302466;0.0453095885519907;232313.739302466;11225.5203337892;11225.5203337892;0;0.666590154517356;0.666590154517356;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.743032332403069;0.538173661497489;0.321899985563261;40000;22180.6895994557;11225.5203337892
"ASSnone_HCR8_REClow_INNvar_OERnone";"ASSnone";"HCR8";"REClow";"INNvar";"OERnone";2034;"PIL";14582612.7333461;412055.158537191;0.107555985220138;412055.158537191;40000;40000;0;1.58673143638856;1.58673143638856;NA;6869944.70200681;301273.57898409;0.0755566625800227;301273.57898409;22050.8689254918;22050.8689254918;0;0.990628698863425;0.990628698863425;NA;3579579.74310684;228560.896627862;0.045991707462251;228560.896627862;11708.0016685929;11708.0016685929;0;0.682506131009007;0.682506131009007;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.742788715016901;0.529544385532046;0.326629063006633;40000;22050.8689254918;11708.0016685929
"ASSnone_HCR8_REClow_INNvar_OERnone";"ASSnone";"HCR8";"REClow";"INNvar";"OERnone";2035;"PIL";13857408.1539433;399279.167209528;0.108318794511779;399279.167209528;40000;40000;0;1.5921595593871;1.5921595593871;NA;7028877.57049629;301507.173977411;0.0760203396382301;301507.173977411;22184.6140170646;22184.6140170646;0;0.965506642995382;0.965506642995382;NA;3466635.69681932;228425.653035471;0.0454797908244265;228425.653035471;11126.8628757965;11126.8628757965;0;0.671656242474862;0.671656242474862;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.747795263902685;0.53268054348154;0.323080413105576;40000;22184.6140170646;11126.8628757965
"ASSnone_HCR8_REClow_INNvar_OERnone";"ASSnone";"HCR8";"REClow";"INNvar";"OERnone";2036;"PIL";13908276.569347;409398.273202502;0.108315869743412;409398.273202502;39395.3673781523;39395.3673781523;0;1.72566485969312;1.72566485969312;NA;6938196.18182466;301937.167676153;0.0762025553770635;301937.167676153;21939.5758594859;21939.5758594859;0;0.972011174461505;0.972011174461505;NA;3468326.5189327;230780.242833001;0.0465458608295543;230780.242833001;11349.8550693901;11349.8550693901;0;0.687666231206557;0.687666231206557;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.747776073555428;0.533912623510001;0.330673561323607;39395.3673781523;21939.5758594859;11349.8550693901
"ASSnone_HCR8_REClow_INNvar_OERnone";"ASSnone";"HCR8";"REClow";"INNvar";"OERnone";2037;"PIL";13655184.7923494;410781.758327214;0.107270536301229;410781.758327214;40000;40000;0;1.63992205220343;1.63992205220343;NA;7014581.14166129;303675.184408681;0.075482679485681;303675.184408681;21880.3664972704;21880.3664972704;0;0.983864734089186;0.983864734089186;NA;3475297.94315335;231487.534798716;0.0460903528668173;231487.534798716;11561.0461348017;11561.0461348017;0;0.674500308837682;0.674500308837682;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.740914326970445;0.529043869513729;0.327312581411106;40000;21880.3664972704;11561.0461348017
"ASSnone_HCR8_REClow_INNvar_OERnone";"ASSnone";"HCR8";"REClow";"INNvar";"OERnone";2038;"PIL";14346822.6777441;401009.275910663;0.107282836202593;401009.275910663;40000;40000;0;1.66847990671778;1.66847990671778;NA;7290503.62584891;303051.693557911;0.0762172398619384;303051.693557911;22235.094599467;22235.094599467;0;0.977267086020945;0.977267086020945;NA;3560935.68821038;231621.005874473;0.0445896114475791;231621.005874473;11379.1841493598;11379.1841493598;0;0.676655020954022;0.676655020954022;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.740995106035193;0.534011913764855;0.316939636258771;40000;22235.094599467;11379.1841493598
"ASSnone_HCR8_REClow_INNvar_OERnone";"ASSnone";"HCR8";"REClow";"INNvar";"OERnone";2039;"PIL";13520735.9773312;407361.268006291;0.107190997657551;407361.268006291;40000;40000;0;1.66230779042179;1.66230779042179;NA;6894810.41535019;306097.707881368;0.0760083517801306;306097.707881368;22348.8285189339;22348.8285189339;0;0.981442705613803;0.981442705613803;NA;3492504.8810639;230264.346221324;0.0463854626640529;230264.346221324;11639.8090952995;11639.8090952995;0;0.656851450093788;0.656851450093788;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.740391952906281;0.53259947452111;0.329562895368413;40000;22348.8285189339;11639.8090952995
"ASSnone_HCR8_REClow_INNvar_OERnone";"ASSnone";"HCR8";"REClow";"INNvar";"OERnone";2040;"PIL";14088952.736452;413062.680368929;0.108962941551732;413062.680368929;40000;40000;0;1.68353397697307;1.68353397697307;NA;6789268.37726142;304776.278890204;0.0776685802066681;304776.278890204;22751.0774817821;22751.0774817821;0;0.996853514543193;0.996853514543193;NA;3391635.29771572;231413.951407744;0.0462819299847088;231413.951407744;11631.06787046;11631.06787046;0;0.688904341014675;0.688904341014675;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.752020258411556;0.543818092428824;0.328740157367118;40000;22751.0774817821;11631.06787046
"ASSnone_HCR8_REClow_INNvar_OERnone";"ASSnone";"HCR8";"REClow";"INNvar";"OERnone";2041;"PIL";14984788.0769236;406209.919330571;0.109433570341507;406209.919330571;40000;40000;0;1.64594558579841;1.64594558579841;NA;7176863.54838956;304102.279271432;0.0769372444851097;304102.279271432;22401.3834535247;22401.3834535247;0;0.981165088481321;0.981165088481321;NA;3485449.51829421;229179.630103005;0.0466814071920466;229179.630103005;11641.0334364552;11641.0334364552;0;0.673993913593023;0.673993913593023;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.755105555893253;0.538878319974814;0.331617227912489;40000;22401.3834535247;11641.0334364552
"ASSnone_HCR8_REClow_INNvar_OERnone";"ASSnone";"HCR8";"REClow";"INNvar";"OERnone";2042;"PIL";14709210.4404846;407780.116336174;0.108252468758353;407780.116336174;40000;40000;0;1.68755506196465;1.68755506196465;NA;7064139.87911617;303764.940395233;0.0765250435409187;303764.940395233;22415.1161637419;22415.1161637419;0;0.961782885246239;0.961782885246239;NA;3425785.96371417;234123.421091084;0.0453236233459463;234123.421091084;11452.6106707143;11452.6106707143;0;0.665732494253345;0.665732494253345;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.74736007925764;0.536092699157967;0.321997322159288;40000;22415.1161637419;11452.6106707143
"ASSnone_HCR8_REClow_INNvar_OERnone";"ASSnone";"HCR8";"REClow";"INNvar";"OERnone";2043;"PIL";13895606.9522251;416047.562676781;0.107835834061004;416047.562676781;40000;40000;0;1.700951732749;1.700951732749;NA;7035645.61869916;306078.611452209;0.0763941213461788;306078.611452209;22385.8083795651;22385.8083795651;0;0.987481307591218;0.987481307591218;NA;3504180.09083787;234132.852853331;0.0471117733494837;234132.852853331;11869.1088416013;11869.1088416013;0;0.668343421506653;0.668343421506653;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.744625859754671;0.535207722259206;0.334700942187838;40000;22385.8083795651;11869.1088416013
"ASSnone_HCR8_REClow_INNvar_OERnone";"ASSnone";"HCR8";"REClow";"INNvar";"OERnone";2044;"PIL";13964253.0537142;417432.63790715;0.109179228698349;417432.63790715;40000;40000;0;1.6342990032301;1.6342990032301;NA;6872117.63311446;305231.515905815;0.0774027383034704;305231.515905815;22579.0737449668;22579.0737449668;0;0.981438330308535;0.981438330308535;NA;3541364.17298979;230335.521395535;0.0477164263837086;230335.521395535;12123.3052453554;12123.3052453554;0;0.671804508753983;0.671804508753983;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.753438335775984;0.542022850242565;0.338881773402878;40000;22579.0737449668;12123.3052453554
"ASSnone_HCR8_REClow_INNvar_OERnone";"ASSnone";"HCR8";"REClow";"INNvar";"OERnone";2045;"PIL";14058844.7099686;403333.057480876;0.108685656136428;403333.057480876;40000;40000;0;1.64367004654521;1.64367004654521;NA;6953736.03979969;301917.398129179;0.077590597444733;301917.398129179;22661.6933792731;22661.6933792731;0;0.975126780915353;0.975126780915353;NA;3422548.65186836;230922.037164433;0.0455454803110029;230922.037164433;11228.3402684248;11228.3402684248;0;0.67471187738862;0.67471187738862;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.750201792961184;0.543291515584146;0.323535919307125;40000;22661.6933792731;11228.3402684248
"ASSnone_HCR8_REClow_INNvar_OERnone";"ASSnone";"HCR8";"REClow";"INNvar";"OERnone";2046;"PIL";14092497.5445151;401696.708387475;0.108094938485003;401696.708387475;39360.9311092577;39360.9311092577;0;1.61884018812775;1.61884018812775;NA;7023122.45501129;301213.040691807;0.0762242642887434;301213.040691807;21916.825252221;21916.825252221;0;0.965822757750818;0.965822757750818;NA;3513347.96543242;232876.446314605;0.0462196790489931;232876.446314605;11438.81763085;11438.81763085;0;0.676957189926185;0.676957189926185;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.746326395217852;0.534059405635591;0.328308957122203;39360.9311092577;21916.825252221;11438.81763085
"ASSnone_HCR8_REClow_INNvar_OERnone";"ASSnone";"HCR8";"REClow";"INNvar";"OERnone";2047;"PIL";13315475.6240232;418639.174192869;0.107082446315105;418639.174192869;40000;40000;0;1.61597047606145;1.61597047606145;NA;6968999.77411387;302473.196541599;0.076408843744269;302473.196541599;21971.6126551454;21971.6126551454;0;0.977000214379653;0.977000214379653;NA;3595469.79594918;230072.866110534;0.0455631070635423;230072.866110534;11653.8122895724;11653.8122895724;0;0.681063863268095;0.681063863268095;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.739678969356108;0.535307233907809;0.323658142796137;40000;21971.6126551454;11653.8122895724
"ASSnone_HCR8_REClow_INNvar_OERnone";"ASSnone";"HCR8";"REClow";"INNvar";"OERnone";2048;"PIL";13967384.013942;406329.630619965;0.108259580909247;406329.630619965;40000;40000;0;1.71425432407094;1.71425432407094;NA;6901748.20373874;303350.824523952;0.0764725864786073;303350.824523952;22139.0497908509;22139.0497908509;0;0.987931627071153;0.987931627071153;NA;3500435.42255548;233339.741563909;0.0457213801547965;233339.741563909;11451.5110660935;11451.5110660935;0;0.660214245727394;0.660214245727394;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.747406754034651;0.535738124966416;0.324755453758576;40000;22139.0497908509;11451.5110660935
"ASSnone_HCR8_REClow_INNvar_OERnone";"ASSnone";"HCR8";"REClow";"INNvar";"OERnone";2049;"PIL";14219347.4778735;412542.807003255;0.107745174088384;412542.807003255;40000;40000;0;1.6484524092131;1.6484524092131;NA;7088804.71325339;303509.967313319;0.0763762955202946;303509.967313319;22007.1916581455;22007.1916581455;0;0.980957650839054;0.980957650839054;NA;3350605.61326779;230456.155586856;0.0470173968639646;230456.155586856;11625.7303479332;11625.7303479332;0;0.673315900958677;0.673315900958677;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.744030750748061;0.535087212154917;0.333942461653094;40000;22007.1916581455;11625.7303479332
"ASSnone_HCR8_REClow_INNvar_OERnone";"ASSnone";"HCR8";"REClow";"INNvar";"OERnone";2050;"PIL";14423828.8276244;413649.560014963;0.109469967412081;413649.560014963;40000;40000;0;1.63815856478475;1.63815856478475;NA;6951757.53207799;303406.325044889;0.0758507189423426;303406.325044889;22240.6235918167;22240.6235918167;0;0.976463321780597;0.976463321780597;NA;3562857.80933901;228994.766091606;0.0445860114814405;228994.766091606;11293.0091981695;11293.0091981695;0;0.672637921740497;0.672637921740497;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.755344105726958;0.531533430887777;0.31691461024128;40000;22240.6235918167;11293.0091981695
"ASSnone_HCR8_REClow_INNvar_OERnone";"ASSnone";"HCR8";"REClow";"INNvar";"OERnone";2051;"PIL";14211681.5145859;416570.795124034;0.108544396749903;416570.795124034;40000;40000;0;1.61413615388741;1.61413615388741;NA;7213363.41428118;304702.976224589;0.0761296615096924;304702.976224589;22234.4624506205;22234.4624506205;0;0.980633313512066;0.980633313512066;NA;3503128.56716898;228699.504414923;0.0449902977838647;228699.504414923;11196.401981869;11196.401981869;0;0.669672336283776;0.669672336283776;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.749275283776151;0.533419769175229;0.319686711631243;40000;22234.4624506205;11196.401981869
"ASSnone_HCR8_REClow_INNvar_OERnone";"ASSnone";"HCR8";"REClow";"INNvar";"OERnone";2052;"PIL";14035777.4400406;417060.324545439;0.107464452666678;417060.324545439;40000;40000;0;1.68375287757184;1.68375287757184;NA;7133581.87456672;302803.443394635;0.0763533578002672;302803.443394635;22538.1166030476;22538.1166030476;0;0.964287183962815;0.964287183962815;NA;3522597.57360814;230205.775075141;0.0455928137674615;230205.775075141;11392.898693325;11392.898693325;0;0.674371637144704;0.674371637144704;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.742187714877376;0.534932152594646;0.323864119101128;40000;22538.1166030476;11392.898693325
"ASSnone_HCR8_REClow_INNvar_OERnone";"ASSnone";"HCR8";"REClow";"INNvar";"OERnone";2053;"PIL";13721643.4908244;415233.61617061;0.108216327057848;415233.61617061;40000;40000;0;1.67624978391017;1.67624978391017;NA;6908164.19336335;306266.999510918;0.0759999984442087;306266.999510918;22061.0677013392;22061.0677013392;0;0.995705778669969;0.995705778669969;NA;3556990.66731492;234037.533405697;0.0469673670706239;234037.533405697;11524.2683101421;11524.2683101421;0;0.673878848116563;0.673878848116563;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.74712294275853;0.53254298983335;0.333596302858523;40000;22061.0677013392;11524.2683101421
"ASSnone_HCR8_REClow_INNvar_OERnone";"ASSnone";"HCR8";"REClow";"INNvar";"OERnone";2054;"PIL";13614031.9391565;409940.0236813;0.109665178096212;409940.0236813;40000;40000;0;1.6749018534354;1.6749018534354;NA;6847040.13935848;303913.574708922;0.0778819824641202;303913.574708922;22519.3996942629;22519.3996942629;0;1;1;NA;3451861.44621536;232976.910324859;0.047212359858033;232976.910324859;12190.9482408217;12190.9482408217;0;0.681296007841612;0.681296007841612;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.756623416084461;0.545258899559404;0.335396704082765;40000;22519.3996942629;12190.9482408217
"ASSnone_HCR8_REClow_INNvar_OERnone";"ASSnone";"HCR8";"REClow";"INNvar";"OERnone";2055;"PIL";13559193.4506359;407835.071238683;0.109494742635496;407835.071238683;40000;40000;0;1.6164383192247;1.6164383192247;NA;7029596.38733007;304421.054318032;0.0770987625371086;304421.054318032;22425.7321322295;22425.7321322295;0;0.977344186137113;0.977344186137113;NA;3232463.29464803;230590.638130966;0.0466060519884905;230590.638130966;11745.5712189125;11745.5712189125;0;0.66690424173012;0.66690424173012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.755506481059946;0.539969564184507;0.331095577143169;40000;22425.7321322295;11745.5712189125
"ASSnone_HCR8_REClow_INNvar_OERnone";"ASSnone";"HCR8";"REClow";"INNvar";"OERnone";2056;"PIL";13646406.7559982;404535.264254056;0.109856708464026;404535.264254056;40000;40000;0;1.65109139288057;1.65109139288057;NA;7131409.06297711;301912.457592193;0.0768086973529668;301912.457592193;22498.3593203761;22498.3593203761;0;0.97237182219506;0.97237182219506;NA;3665742.92371098;226021.671495627;0.0457944382605493;226021.671495627;11726.6097557755;11726.6097557755;0;0.679842928337873;0.679842928337873;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.757878379581154;0.538009718574271;0.32526184808214;40000;22498.3593203761;11726.6097557755
"ASSnone_HCR8_REClow_INNvar_OERnone";"ASSnone";"HCR8";"REClow";"INNvar";"OERnone";2057;"PIL";13976747.4003406;405985.418492651;0.107323221190675;405985.418492651;39916.0174271142;39916.0174271142;0;1.69554819841672;1.69554819841672;NA;7131166.57492022;304808.310876301;0.0768007879231703;304808.310876301;22387.8212073136;22387.8212073136;0;0.975995768626436;0.975995768626436;NA;3532618.99993194;236103.29114897;0.0445217800837572;236103.29114897;10899.5703209145;10899.5703209145;0;0.639117991958965;0.639117991958965;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.741260319409617;0.537956271636371;0.316468217820953;39916.0174271142;22387.8212073136;10899.5703209145
"ASSnone_HCR8_REClow_INNvar_OERnone";"ASSnone";"HCR8";"REClow";"INNvar";"OERnone";2058;"PIL";14254594.6641843;406061.268674067;0.108436196539021;406061.268674067;40000;40000;0;1.66034139763244;1.66034139763244;NA;7044165.93500154;304571.457506524;0.0763192915829659;304571.457506524;22262.6953665794;22262.6953665794;0;0.994818436693306;0.994818436693306;NA;3393937.30265948;236160.331259698;0.0487573495027659;236160.331259698;12563.3240324673;12563.3240324673;0;0.67811820823741;0.67811820823741;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7485654504634;0.534701855935386;0.346069903095278;40000;22262.6953665794;12563.3240324673
"ASSnone_HCR8_REClow_INNvar_OERnone";"ASSnone";"HCR8";"REClow";"INNvar";"OERnone";2059;"PIL";13597174.207101;421640.56213154;0.106167249369694;421640.56213154;40000;40000;0;1.60337347260861;1.60337347260861;NA;6909975.83516105;304668.356435114;0.0773058917050996;304668.356435114;22408.0210832786;22408.0210832786;0;0.992067484444788;0.992067484444788;NA;3383009.74331811;233641.423009677;0.0490912402456453;233641.423009677;12147.3319289392;12147.3319289392;0;0.664924610615801;0.664924610615801;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.733664881307508;0.541368729339484;0.348373029886795;40000;22408.0210832786;12147.3319289392
"ASSnone_HCR8_REClow_INNvar_OERnone";"ASSnone";"HCR8";"REClow";"INNvar";"OERnone";2060;"PIL";13608853.147824;407115.377471331;0.1083191824224;407115.377471331;40000;40000;0;1.61342989719339;1.61342989719339;NA;7122009.5025256;301723.912335663;0.0766593199864828;301723.912335663;22455.3936786553;22455.3936786553;0;0.985074732442177;0.985074732442177;NA;3552513.29572461;231641.707131393;0.0463824341018008;231641.707131393;11916.9298771197;11916.9298771197;0;0.669388957820121;0.669388957820121;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.74779780683702;0.537000242389688;0.329541922191492;40000;22455.3936786553;11916.9298771197
"ASSnone_HCR8_REClow_INNvar_OERnone";"ASSnone";"HCR8";"REClow";"INNvar";"OERnone";2061;"PIL";14022016.1707634;414493.99821132;0.107930968206827;414493.99821132;40000;40000;0;1.62287695747059;1.62287695747059;NA;7024614.97977396;302536.826264543;0.0762526952243932;302536.826264543;22212.5969765151;22212.5969765151;0;0.9677570976676;0.9677570976676;NA;3469206.32825742;230751.875251513;0.0450522220885693;230751.875251513;11490.9860063558;11490.9860063558;0;0.662623844837814;0.662623844837814;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.745250284188802;0.534251624240466;0.320114511957989;40000;22212.5969765151;11490.9860063558
"ASSnone_HCR8_REClow_INNvar_OERnone";"ASSnone";"HCR8";"REClow";"INNvar";"OERnone";2062;"PIL";13584343.5455777;412145.252565555;0.107713574550397;412145.252565555;40000;40000;0;1.62134182468151;1.62134182468151;NA;6906356.33136626;302665.050112034;0.0768646042682559;302665.050112034;22009.4823604753;22009.4823604753;0;1;1;NA;3485491.34156031;229165.837550831;0.0463020487075425;229165.837550831;11631.380103387;11631.380103387;0;0.667907808527004;0.667907808527004;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.743823305300637;0.538387498095412;0.328879507145484;40000;22009.4823604753;11631.380103387
"ASSnone_HCR8_REClow_INNvar_OERnone";"ASSnone";"HCR8";"REClow";"INNvar";"OERnone";2063;"PIL";13950529.1603703;403937.100044613;0.10785363662444;403937.100044613;40000;40000;0;1.66352755833436;1.66352755833436;NA;7011210.52795432;302493.923987495;0.0763298856820769;302493.923987495;22017.2459605143;22017.2459605143;0;0.97959552647982;0.97959552647982;NA;3450027.8469932;229056.707927725;0.0455687096107352;229056.707927725;11170.057447746;11170.057447746;0;0.666744565658965;0.666744565658965;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.744742702233806;0.534773478155944;0.323696992188712;40000;22017.2459605143;11170.057447746
"ASSnone_HCR8_REClow_INNvar_OERnone";"ASSnone";"HCR8";"REClow";"INNvar";"OERnone";2064;"PIL";13561510.6190225;406162.254690336;0.108214906779527;406162.254690336;40000;40000;0;1.6362907085572;1.6362907085572;NA;6945677.64637836;303166.043358782;0.0761499891637417;303166.043358782;22181.5411745658;22181.5411745658;0;0.978102080985079;0.978102080985079;NA;3557147.48814863;230287.964661787;0.0466826891731499;230287.964661787;11499.4103517156;11499.4103517156;0;0.667148479161956;0.667148479161956;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.747113625226821;0.533557207214949;0.331626102458259;40000;22181.5411745658;11499.4103517156
"ASSnone_HCR8_REClow_INNvar_OERnone";"ASSnone";"HCR8";"REClow";"INNvar";"OERnone";2065;"PIL";14300616.9283607;409002.281721124;0.108342182593606;409002.281721124;40000;40000;0;1.61609752371275;1.61609752371275;NA;6967378.32359341;302218.539225016;0.0768642626338478;302218.539225016;22536.402335636;22536.402335636;0;0.991232188101427;0.991232188101427;NA;3446556.77859176;234859.514304229;0.0461691582028405;234859.514304229;11549.1992775053;11549.1992775053;0;0.669749826012316;0.669749826012316;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.747948700819944;0.538385170289717;0.327858559634641;40000;22536.402335636;11549.1992775053
"ASSnone_HCR8_REClow_INNvar_OERnone";"ASSnone";"HCR8";"REClow";"INNvar";"OERnone";2066;"PIL";14241016.346954;402396.66663775;0.107438236970763;402396.66663775;40000;40000;0;1.66971337029576;1.66971337029576;NA;7174450.1726663;303156.398412506;0.0769684665419381;303156.398412506;22239.9654522659;22239.9654522659;0;0.986785460327092;0.986785460327092;NA;3546897.71480707;230836.302645673;0.047033016911386;230836.302645673;12189.9980189835;12189.9980189835;0;0.680277995155161;0.680277995155161;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.742015589126647;0.539089258714229;0.334050530734376;40000;22239.9654522659;12189.9980189835
"ASSnone_HCR8_REClow_INNvar_OERnone";"ASSnone";"HCR8";"REClow";"INNvar";"OERnone";2067;"PIL";14050745.3520025;415140.152110276;0.107937468984986;415140.152110276;40000;40000;0;1.68231058667531;1.68231058667531;NA;6960339.11277193;305018.364640055;0.0761077755888755;305018.364640055;22161.3489537231;22161.3489537231;0;0.965563633197942;0.965563633197942;NA;3470667.73922742;232360.127064289;0.0461954067875963;232360.127064289;11698.7014686462;11698.7014686462;0;0.6649759982878;0.6649759982878;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.745292949891951;0.5332717841531;0.32804040031461;40000;22161.3489537231;11698.7014686462
